21778726555;Нювэвонов К.М.;1988-02-17;дежурный;1;Фабричный проезд д.51 кв.180;89997230454;84999101050
36684882248;Яштяюхшов У.Н.;1971-01-28;рядовой механик технической роты;2;Врачебный проезд д.65 кв.187;89839913908;84991971090
48544037678;Игибпин Г.Ш.;2001-06-01;операционная медицинская сестра;1;Подмосковная улица д.17 кв.66;89658083694;84987523042
51277031978;Няярдюшин Ж.Ц.;1975-12-08;рядовой механик технической роты;2;Живописная улица д.76 кв.222;89994794425;84995565287
45235429275;Фежиадлин К.Л.;1971-01-14;помощник командира;2;Полесский проезд д.47 кв.225;89801306000;84986742762
67215301941;Зосучапов С.П.;1992-04-19;авиационный техник;4;Окружная улица д.7 кв.149;89154489180;84986322115
88995725578;Урячмюко Р.Ш.;1998-01-16;огнемётчик;5;Новохорошевский проезд д.39 кв.283;89857517615;84958263645
22177267370;Умнунин Ю.Л.;1991-11-27;старший оптик;1;Фабричный проезд д.24 кв.265;89362900535;84985856776
34347871368;Ихкеюсров Ш.С.;1992-02-17;электромонтёр;2;Путилковское шоссе д.47 кв.50;89038458301;84986432258
41345245309;Удофачкий Р.Л.;1991-04-17;оленевод;4;Куркинское шоссе д.55 кв.263;89865106880;84999347855
13047615640;Заезгупов У.Ю.;1976-01-20;экскаваторщик;2;Никольский тупик д.39 кв.55;89157628668;84998320317
63248769282;Ягигчоко С.М.;1986-11-29;сапёр;4;Мякининский проезд д.61 кв.224;89964537565;84956934146
88943877017;Ажсинин А.С.;1989-05-20;помощник солиста;4;Сходненская улица д.18 кв.299;89677053042;84957042121
47416281166;Агушципов О.Д.;1984-11-11;радиотелеграфист;5;Волоцкой переулок д.88 кв.237;89063382297;84985356262
72862362282;Баорпин Э.Л.;1986-01-09;оленевод;3;Сходненский проезд д.17 кв.20;89864895950;84982121872
54254517871;Неачцов Р.А.;1990-12-11;оленевод;4;Туркменский проезд д.13 кв.172;89629704052;84994845728
58464752654;Есибко Ф.Н.;2001-06-08;огнемётчик;2;Захарьинская улица д.49 кв.251;89196994876;84998941252
60983862733;Хонылюкин В.Е.;2000-05-16;фельдшер-спасатель;1;Волоколамский проезд д.18 кв.256;89097779327;84984927136
15529663866;Бувивич Я.Ю.;1970-11-23;укладчик парашютов;3;Трикотажный проезд д.29 кв.259;89967192722;84986944952
78702386995;Осенижцев Ц.Г.;1984-05-14;без какой-либо должности;5;Новохорошевский проезд д.50 кв.261;89039988356;84953523587
20847817013;Жеимеснов Я.Х.;2001-03-29;старший электрик;1;Максимова, улица д.17 кв.167;89672405324;84984802242
70870528152;Веовбюкин Е.Э.;1993-06-21;эксперт по подрывным работам под водой;4;Пехотная улица д.5 кв.204;89651283335;84988832001
81691734624;Зюдыхалов Р.Б.;1991-11-26;разведчик;4;Тепличный переулок д.40 кв.256;89297260937;84988203471
34305365915;Яцнокий З.К.;1971-04-24;механик по реактивным моторам самолётов;4;Сосновая аллея д.62 кв.11;89662449403;84987567999
98562243161;Теутлыков М.С.;1972-01-11;фельдшер;3;Путилковское шоссе д.46 кв.53;89839734058;84996652314
35253255005;Нююбренов Г.Ж.;2000-09-10;водитель-крановщик;5;Пятницкое шоссе д.93 кв.185;89367103718;84999527439
25477131491;Мяпиров Ф.Ц.;1990-08-04;фармацевт;1;Алёшкинский проезд д.11 кв.103;89696047368;84952585816
81418849319;Гоегрин Е.Г.;1996-09-28;старший механик-водитель;5;Неманский проезд д.84 кв.251;89997343873;84955956658
47525272724;Рофялюций Ю.Ф.;1977-12-09;водитель-крановщик;1;Муравская улица д.65 кв.50;89095100233;84986743330
33933157945;Овуфмярин Е.О.;1995-05-02;писарь;3;Таманская улица д.61 кв.286;89366313616;84992762577
57937026583;Езуботков П.В.;1998-03-02;повар;3;Куркинское шоссе д.62 кв.283;89861408438;84991372447
31569785705;Ярсоиннов Я.Д.;1981-02-08;пулемётчик;3;Цветочный проезд д.78 кв.201;89588702185;84982956319
79295198709;Ихнидяров С.Ц.;1979-09-06;сапёр;1;Сходненская улица д.25 кв.89;89962751062;84992975777
75180375614;Вэтоежвич Х.Е.;1973-07-11;электромонтёр;4;Химкинский бульвар д.26 кв.188;89069644835;84988868137
39009089291;Зесокий Л.А.;1999-07-14;повар;2;Волоцкой переулок д.25 кв.247;89103832610;84985475707
32696554296;Бяжененов Н.З.;1998-01-29;фармацевт;5;Сходненский проезд д.86 кв.15;89951331063;84951845618
76319493766;Вынашин И.М.;1992-05-12;почтальон;5;Химкинский бульвар д.2 кв.283;89197982856;84988392990
33530818126;Чунюко А.И.;1973-05-02;наводчик-оператор;3;Живописная улица д.12 кв.172;89672011009;84956878565
48873671933;Ныпыций И.Ф.;1978-10-25;рядовой механик технической роты;4;Лыковский проезд д.89 кв.125;89837874135;84993342419
77160503158;Ужузцов Э.Э.;1981-05-24;старший механик-водитель;4;Митинская улица д.18 кв.125;89629721267;84995135973
44324524140;Улатукров Ц.Ж.;1987-06-07;электрик;4;Лётная улица д.39 кв.201;89059618202;84958045606
20069491213;Унюпкин Х.Р.;1981-11-04;помощник командира;4;Сосновая улица д.96 кв.237;89645747815;84993072439
59054636414;Овешпов Э.Н.;1976-10-29;эксперт по подрывным работам под водой;3;Живописная улица д.34 кв.99;89668591518;84994372503
44907505292;Хясолов И.Д.;1988-12-02;авиационный техник;2;Тепличный переулок д.60 кв.72;89093173738;84998493888
60312991552;Гетюизпов Х.К.;1987-01-02;без какой-либо должности;5;Туркменский проезд д.52 кв.30;89621682724;84991329931
13515136945;Алнюцев Х.Я.;1994-04-09;писарь;5;Сходненский тупик д.56 кв.2;89196348537;84987403668
81338317331;Мыбякий Ю.Ф.;2000-02-01;сапёр;3;Туристская улица д.88 кв.86;89997718398;84985717426
48702216712;Ибвэпов Л.З.;1986-02-18;чертежник;1;Планерная улица д.9 кв.96;89682564964;84983449610
56994075848;Опюгисшов Ю.О.;1970-09-26;химик;3;Новохорошевский проезд д.83 кв.146;89168249327;84956127467
33152033934;Жерешин Ю.У.;1971-12-21;пулемётчик;3;Тепличный переулок д.90 кв.102;89956625768;84953305786
42422496576;Аригшиций О.М.;2000-10-16;повар;4;Ландышевая улица д.80 кв.141;89019649536;84983991779
55926408390;Чинюрин И.Е.;2001-03-16;солист;2;Ландышевая улица д.64 кв.28;89151663631;84997656055
92505016467;Дювопов У.З.;1994-03-31;заместитель командира взвода;5;Уваровский переулок д.70 кв.65;89034065022;84956902250
34555822707;Набеко Й.Р.;1996-04-14;механик по реактивным моторам самолётов;1;Полесский проезд д.15 кв.263;89061985580;84995666660
34738832813;Небаетпов Ц.Ц.;1991-04-25;телеграфист;1;Твардовского, улица д.3 кв.299;89835011516;84991289437
50976202382;Абхевич Э.Д.;2001-08-10;авиационный механик;2;Волоколамское шоссе д.16 кв.141;89069458574;84959413478
18753047408;Сущидицин О.Б.;1995-12-07;оленевод;2;Сходненская улица д.32 кв.38;89869505314;84995898086
15386331247;Лиевнов Г.Ф.;1986-05-04;контролер;5;Планерная улица д.60 кв.243;89693952049;84999242228
48875957226;Ехезчулов Я.Я.;1986-10-29;водитель-крановщик;3;Никольский тупик д.81 кв.129;89634353413;84983354138
74966067719;Дуюнков Х.У.;1995-10-02;механик по реактивным моторам самолётов;3;Воротынская улица д.71 кв.188;89853881239;84985441907
79645286207;Овтеко Ц.М.;1994-06-23;электромонтёр;2;Твардовского, улица д.15 кв.247;89253520960;84997118090
80088072121;Мящузошов Б.Ц.;1986-02-02;пулемётчик;1;Вишнёвая улица д.60 кв.164;89035100478;84995177152
69529013760;Амборин С.Г.;1971-07-11;химик;4;Пехотная улица д.73 кв.12;89664052335;84952232825
92346220578;Щушоутпин С.Е.;1992-10-06;телеграфист;3;Набережная улица д.13 кв.57;89997949396;84999024970
87132951492;Асюлгоций Н.Д.;1977-12-27;стрелок;2;Никольский тупик д.73 кв.231;89362418995;84991749079
39539652972;Хюабенкий Й.Т.;1983-08-14;дежурный;3;Братцевская улица д.32 кв.217;89039030104;84991999398
45304293204;Аблукин Ж.Г.;1972-07-31;укладчик парашютов;5;Строгинское шоссе д.34 кв.205;89362888885;84987918049
66243064646;Яфозшин О.А.;1979-05-19;снайпер;4;Никольский тупик д.71 кв.71;89051653846;84995294514
98169667833;Еранпин М.Х.;1982-09-16;механик по реактивным моторам самолётов;1;Мякининский проезд д.1 кв.130;89365620059;84957325434
27681804871;Ецзиров В.Ш.;1980-01-31;помощник начальника;1;Пятницкое шоссе д.88 кв.6;89867946435;84983966890
68131528781;Жуютпов О.О.;1989-08-05;фармацевт;3;Новотушинская улица д.94 кв.135;89158074103;84999061426
99769023545;Расяцов Ж.Ю.;1997-12-20;наводчик-оператор;4;Лыковский проезд д.91 кв.62;89168746328;84996007584
31028243873;Еланлин П.З.;1973-06-29;огнемётчик;5;Нелидовская улица д.74 кв.21;89962819643;84955056980
58663529831;Ятанцин И.И.;1974-06-02;рядовой механик технической роты;3;Волоколамское шоссе д.20 кв.115;89656842722;84991424083
49239840118;Дяютнин Й.Л.;1979-05-29;снайпер;4;Алёшкинский проезд д.24 кв.254;89361517581;84989789110
45454072142;Шоишдиций Ф.Н.;1971-06-12;авиационный механик;1;Тушинская улица д.65 кв.32;89585496750;84983272920
96685512356;Фиекудпин А.З.;1985-01-18;дежурный;4;Туристская улица д.4 кв.242;89094279632;84958721644
77251993575;Теодшов О.И.;1994-07-09;парикмахер;1;Сходненский проезд д.20 кв.61;89997668048;84999134785
32369272820;Пюшушов Я.П.;1977-02-18;старший разведчик;2;Юровская улица д.87 кв.107;89588190654;84991574991
95597576628;Олезров Ю.У.;1993-10-17;пулемётчик;3;Новощукинская улица д.73 кв.96;89679351248;84992136914
50230266984;Даопеннин У.Е.;1990-01-05;музыкант;2;Юровская улица д.74 кв.133;89779564101;84953277196
91648857731;Ужожшов О.Э.;1996-06-11;авиационный механик;5;Цариков переулок д.6 кв.54;89361223579;84985964296
34467566436;Шувывич Л.Е.;1987-01-05;укладчик парашютов;2;Новотушинский проезд д.9 кв.141;89869185510;84995733413
12638114187;Охтяпов Я.Й.;1987-12-01;огнемётчик;1;Волоцкой переулок д.6 кв.19;89361314107;84989868694
93559548860;Уцжепин Е.П.;1984-06-30;авиационный механик;2;Строгинский бульвар д.2 кв.257;89662195784;84953028200
88176116654;Дятядокий М.Х.;1973-07-23;стрелок;2;Сходненская улица д.76 кв.185;89031228566;84983587371
35444882822;Олобров Ж.Ж.;1993-02-05;без какой-либо должности;2;Алёшкинский проезд д.84 кв.276;89868887217;84954909678
85612941171;Ухжоасцев Э.Р.;1990-04-03;телеграфист;4;Тепличный переулок д.93 кв.127;89869297533;84997225537
90144527490;Уккоярров А.У.;1986-04-15;авиационный механик;4;Походный проезд д.17 кв.264;89058016177;84981850179
66579565954;Окмяячков О.Ю.;2000-12-28;фармацевт;3;Захарьинская улица д.23 кв.203;89969792033;84958594839
15907589200;Увпыолвич Й.Р.;1973-07-31;музыкант;3;Лыковский проезд д.22 кв.273;89958842754;84951227493
14685079022;Абечпюкий В.И.;2000-05-07;рядовой механик технической роты;5;Береговая улица д.40 кв.125;89835915769;84987843597
75021149609;Ицчепин Л.У.;1981-11-05;сапёр;4;Одинцовская улица д.22 кв.258;89967349734;84952735972
20251501904;Музюров Р.Н.;1995-06-25;старший оптик;5;Фабричный проезд д.95 кв.189;89093995426;84992232231
91241151497;Хиюмигкин Л.Ш.;1977-11-29;снайпер;5;Волоколамское шоссе д.60 кв.192;89992044138;84988866303
61743980588;Моарков У.П.;1999-10-05;помощник начальника;4;Туркменский проезд д.55 кв.222;89953449601;84958803696
15581532109;Лизиецнов Ц.Ю.;1976-06-13;оператор;3;Лётная улица д.36 кв.85;89017402898;84958409427
14072860182;Юмарлин Э.И.;1986-01-08;укладчик парашютов;3;Дубравная улица д.45 кв.24;89998676237;84988560961
66035232719;Щиялкин А.Н.;1998-07-16;инструктор;2;Лётная улица д.4 кв.263;89361277790;84992337221
40968474739;Ифознов А.Л.;1974-05-10;командир взвода;1;Староспасская улица д.96 кв.287;89997434807;84981991407
68733867481;Репеусвич Б.У.;1982-09-16;старший оператор;2;Уваровский переулок д.29 кв.131;89164089367;84982053538
58661245304;Пюзивич Я.И.;1982-06-11;фельдшер-спасатель;3;Волоколамский проезд д.70 кв.204;89993919689;84951473312
21903756694;Щиегпов В.Х.;1984-12-07;эксперт по подрывным работам под водой;1;Набережная улица д.52 кв.112;89621172796;84951645404
63444271050;Алокнов А.Л.;1991-01-11;помощник командира;4;Путилковское шоссе д.59 кв.43;89016360211;84984344697
31119032828;Рущерацев Г.М.;1990-12-24;стрелок;3;Шелепихинская набережная д.7 кв.108;89154765726;84953503357
84775263198;Уфяфкин А.О.;2000-06-09;водитель-крановщик;4;Митинская улица д.69 кв.79;89666889945;84993790124
49097552514;Чадящацов Д.С.;1973-08-26;механик-водитель;3;Набережная улица д.76 кв.84;89155214007;84995505233
30848989417;Таазшуций К.М.;1984-12-25;старший разведчик;4;Родионовская улица д.53 кв.257;89586501827;84996860817
82309082838;Ясщуко У.Ш.;1973-07-06;авиационный механик;4;Сосновая аллея д.74 кв.249;89154593274;84998447589
14353550981;Цоюпров П.Ф.;1998-10-05;инструктор;3;Таллинская улица д.32 кв.177;89861638549;84951675940
57231789101;Ярруешнин Н.Х.;1970-02-26;дежурный;3;Сходненский тупик д.12 кв.217;89861359458;84984138887
95306755061;Жашоцов Ш.Г.;1970-02-14;командир отделения;3;Живописная улица д.44 кв.161;89585245685;84994058628
54492860153;Уфяфюфшов Я.И.;1986-02-10;слесарь;4;Звенигородское шоссе д.33 кв.225;89683320159;84955976106
74055503419;Явярфиров З.Х.;1995-11-22;электрик;5;Тушинская улица д.69 кв.3;89993508339;84989600476
11982674588;Сюяпинкин Ш.Ш.;2001-04-14;заместитель командира взвода;1;Куркинское шоссе д.77 кв.126;89176496598;84988769906
50128400666;Одгюлов Т.Й.;1995-12-01;фельдшер-спасатель;4;Полесский проезд д.2 кв.71;89802884277;84996660871
90367351198;Дяякпов Ц.Й.;1981-11-02;авиационный техник;1;Строгинский бульвар д.12 кв.111;89991808857;84985035541
47911778010;Юбвиевпин Ю.Д.;2000-07-31;повар;5;Новохорошевский проезд д.72 кв.214;89175461320;84997214360
99115051873;Тягюумшин А.Р.;1999-07-02;снайпер;4;Юровская улица д.22 кв.124;89953321486;84984518475
98904224105;Ужидколов Я.Г.;1997-01-06;инструктор;4;Фабричный проезд д.85 кв.66;89177660869;84988031771
62646675757;Тимыацпов Я.К.;1973-08-12;механик-водитель;1;Крылатская улица д.60 кв.287;89097700872;84992150749
18043302535;Зетюнов Ш.Ф.;2000-08-01;разведчик;5;Муравская улица д.79 кв.240;89658594005;84989109941
70383443639;Ашюфмокин Э.Ю.;1970-04-27;контролер;3;Звенигородское шоссе д.34 кв.49;89256453433;84991135578
34101537036;Югнялов С.З.;1997-10-11;экскаваторщик;4;Сходненский проезд д.46 кв.161;89667286959;84994146629
13505713148;Воохнов Ж.О.;2000-10-27;огнемётчик;5;Юровская улица д.56 кв.248;89858583217;84987481376
45838425953;Сюибров М.П.;1985-09-07;слесарь;1;Нелидовская улица д.8 кв.94;89582591860;84957069723
29821761264;Мыевко Э.Т.;1976-07-07;контролер;4;Авиационная улица д.17 кв.161;89035669536;84999359397
17829380269;Ютнюцопин З.Э.;1997-07-29;писарь;3;Светлогорский проезд д.36 кв.271;89093330500;84995580899
45409704286;Чеачков Х.Ж.;1996-09-30;чертежник;4;Алёшкинский проезд д.52 кв.290;89649598082;84955896467
96723700292;Дахяров С.О.;1990-04-14;командир взвода;1;Крылатская улица д.7 кв.203;89369096243;84994744531
55477994518;Вапаров М.З.;1975-10-21;механик-водитель;2;Живописная улица д.63 кв.147;89852458852;84957868069
63155563212;Нуаззишов Х.К.;1994-02-21;водитель-крановщик;4;Пехотная улица д.17 кв.34;89108993404;84989312053
47240402386;Щефилин Е.И.;1978-06-03;экскаваторщик;2;Лыковский проезд д.48 кв.164;89695407598;84955192019
15900563889;Хицаомнов П.Ш.;1975-02-02;механик по реактивным моторам самолётов;4;Живописная улица д.3 кв.54;89999973180;84992335907
97025622378;Жюочцев Д.К.;2000-03-26;химик;1;Полесский проезд д.18 кв.152;89695686292;84959630130
88889030210;Чоюхрин Й.Ю.;1994-05-26;наводчик-оператор;1;Береговая улица д.25 кв.24;89258345379;84955943368
15770425476;Паикций Е.Ю.;1998-12-18;командир взвода;3;Митинская улица д.75 кв.217;89958208862;84959890553
17982972639;Бющерикин Д.Т.;1982-02-14;эксперт по подрывным работам под водой;4;Карамышевский проезд д.68 кв.50;89643751538;84999471435
12014182296;Сяячцин А.Й.;1986-06-21;оленевод;1;Максимова, улица д.93 кв.106;89191377320;84955818618
31462381881;Кехуязпин О.Ц.;1970-03-01;повар;2;Ангелов переулок д.44 кв.238;89996130396;84955571491
23047840531;Офрабоций Ю.Г.;1994-01-22;слесарь;3;Крылатская улица д.87 кв.33;89672548411;84957038334
55231150165;Убисвич Н.Ф.;2001-06-26;огнемётчик;3;Сосновая улица д.42 кв.17;89177680407;84991383645
41149300278;Яхфешин Н.К.;1982-12-22;оленевод;5;Новощукинская улица д.26 кв.3;89011832729;84991408393
80649278859;Юречцин В.И.;1980-06-14;рядовой механик технической роты;5;Куркинское шоссе д.57 кв.220;89835558794;84958653913
69456842138;Ягечвюпов Л.Г.;1970-07-23;писарь;2;Карамышевский проезд д.35 кв.251;89069183298;84995762989
97604692221;Вююляцков Э.Ц.;1993-03-13;телеграфист;5;Куркинское шоссе д.83 кв.10;89692394997;84983823086
45709179346;Юлняшин Н.О.;1995-02-25;старший механик;5;Пенягинская улица д.7 кв.4;89951838322;84998363462
75672673016;Буусешпов Ц.Ю.;1999-03-08;эксперт по подрывным работам под водой;2;Вишнёвая улица д.22 кв.137;89656726600;84953314553
63133621371;Евпаесций У.Ю.;1972-05-02;экскаваторщик;2;Полесский проезд д.31 кв.238;89264326741;84998505185
27730347117;Ипфецов Ю.Х.;1989-08-01;старший механик-водитель;2;Твардовского, улица д.9 кв.125;89959132296;84998942521
57663593975;Ошючлов Ж.Р.;1987-01-08;без какой-либо должности;4;Звенигородское шоссе д.55 кв.7;89253608014;84984669992
87946079149;Юхюзяцков Ж.Х.;1995-03-07;командир танка;5;Туристская улица д.93 кв.261;89993193062;84983695795
83011589548;Пусорин О.Б.;1993-04-17;снайпер;5;Сходненская улица д.2 кв.299;89176857733;84954085487
68223778721;Угихцов П.Н.;1984-02-28;механик по реактивным моторам самолётов;3;Юровская улица д.81 кв.123;89994790772;84986279321
42673503173;Тявеюгрин А.Н.;1998-07-28;парикмахер;5;Тушинская улица д.6 кв.21;89177746701;84987636972
18000223147;Нюуруприн Н.Э.;1985-07-09;дежурный;2;Неманский проезд д.61 кв.82;89263521010;84998252531
50783053358;Гаочлин Н.Т.;1988-06-09;командир отделения;4;Братцевская улица д.14 кв.75;89051350119;84985555148
79698864639;Новомицов Б.Ж.;1981-09-29;огнемётчик;5;Родионовская улица д.5 кв.148;89653126272;84982921276
58072088334;Емпушов Д.Я.;1981-01-22;музыкант;5;Цариков переулок д.34 кв.127;89651495913;84997910127
56926816583;Етфаций Л.Ш.;1971-02-13;водитель-крановщик;3;Воротынская улица д.38 кв.64;89664840429;84981715709
22847679022;Амуфко Р.З.;1989-12-10;парикмахер;3;Новокуркинское шоссе д.42 кв.243;89035372189;84957189860
35649481496;Анбиций Р.Й.;1992-09-09;авиационный механик;2;Набережная улица д.96 кв.29;89198013428;84999227446
31728488934;Ахбурович И.Л.;2001-08-06;рядовой механик технической роты;5;Врачебный проезд д.79 кв.151;89838427152;84989393327
71391348032;Чавюков Б.Ц.;1989-06-23;инструктор;4;Новохорошевский проезд д.88 кв.141;89198070448;84955345301
70065651082;Веофдилов Ф.А.;1972-03-13;командир танка;3;Лыковский проезд д.9 кв.196;89108588586;84993204437
93817402968;Циювко С.Р.;1970-04-16;фельдшер;4;Звенигородское шоссе д.44 кв.187;89295604187;84986620319
79641869604;Юзжопин Т.А.;2000-05-25;старший оптик;1;Новотушинский проезд д.57 кв.281;89011945848;84995633541
19952092838;Отдаубшов У.Д.;1972-07-11;чертежник;3;Новощукинская улица д.88 кв.204;89951788002;84995143373
56255473657;Шаужкин Й.Д.;1994-03-21;операционная медицинская сестра;3;Походный проезд д.39 кв.285;89158667959;84983084759
